id,cuisine
35695,british
5141,indian
41894,moroccan
4972,moroccan
34195,vietnamese
14183,irish
15188,japanese
8734,french
30946,russian
5588,cajun_creole
49554,british
1270,indian
1259,vietnamese
45986,british
22351,british
300,mexican
9278,british
10021,spanish
17014,vietnamese
40855,italian
18362,korean
16292,korean
29924,russian
47174,cajun_creole
4856,french
15417,irish
19875,irish
42228,indian
36264,mexican
14571,greek
23496,british
43879,british
23431,indian
5499,french
247,korean
48795,indian
47113,irish
489,mexican
13036,korean
4838,vietnamese
40630,japanese
17576,moroccan
29972,vietnamese
8123,indian
35918,mexican
42669,cajun_creole
24632,thai
35740,mexican
45670,korean
28041,filipino
46688,korean
10309,vietnamese
15367,thai
30562,irish
47151,spanish
47300,vietnamese
31200,mexican
5749,irish
41807,irish
13990,mexican
23572,greek
872,irish
38085,korean
5248,russian
26309,british
26880,mexican
41559,vietnamese
8059,korean
26041,vietnamese
30019,indian
7207,indian
30309,british
2092,british
8023,korean
4016,british
24631,british
35068,british
8523,mexican
28463,moroccan
8629,cajun_creole
43829,cajun_creole
22129,french
34505,vietnamese
38200,vietnamese
36513,vietnamese
32187,irish
7788,korean
31130,irish
40483,irish
2224,filipino
14143,british
22889,vietnamese
17406,thai
10451,thai
19844,italian
23416,british
33874,italian
39951,italian
41361,mexican
44659,indian
8836,moroccan
21709,indian
22993,thai
39191,korean
17182,russian
20507,korean
42397,korean
18897,french
3797,vietnamese
11041,vietnamese
807,brazilian
3514,italian
12936,vietnamese
15050,british
43377,irish
10471,chinese
30721,mexican
14333,indian
6260,chinese
7712,russian
19048,british
21455,mexican
18575,southern_us
47647,irish
35947,mexican
14499,italian
43525,british
5723,italian
48497,italian
43822,greek
525,russian
30594,mexican
47948,irish
2099,moroccan
43863,brazilian
24711,vietnamese
15230,indian
21680,indian
36218,mexican
41622,filipino
34809,italian
5110,moroccan
27214,greek
34803,british
36822,greek
6912,vietnamese
20373,british
29157,british
6327,thai
35502,mexican
8305,jamaican
35598,irish
48538,indian
49358,indian
44506,mexican
39146,indian
29270,irish
20560,british
24169,irish
41537,italian
10431,greek
31517,vietnamese
34049,korean
26964,vietnamese
49655,italian
9101,british
30377,italian
7046,indian
47969,mexican
18971,british
38891,korean
29506,vietnamese
40305,cajun_creole
21255,filipino
15578,mexican
24894,british
32089,chinese
46097,filipino
40982,british
12543,vietnamese
38366,vietnamese
32925,spanish
17506,thai
48389,russian
41804,korean
9961,vietnamese
24939,indian
39599,russian
45838,mexican
48875,indian
25531,chinese
3009,cajun_creole
31965,italian
16901,british
13370,italian
2954,korean
40353,french
8207,jamaican
10933,korean
38206,japanese
14110,moroccan
19128,greek
32616,indian
27748,thai
31858,british
20510,spanish
17602,vietnamese
35665,british
46589,indian
8178,mexican
34880,italian
42527,vietnamese
29682,filipino
32166,thai
30343,russian
15385,cajun_creole
18372,vietnamese
29211,mexican
23269,korean
4561,brazilian
27365,thai
49032,korean
22064,greek
12060,cajun_creole
47834,british
25815,korean
34036,chinese
19326,chinese
44078,thai
31090,jamaican
17485,cajun_creole
708,british
5350,vietnamese
29754,british
18309,greek
46871,irish
27300,british
41890,mexican
49548,british
11392,french
1354,vietnamese
48819,russian
19097,cajun_creole
42113,greek
24060,thai
25849,spanish
4543,cajun_creole
25306,irish
41966,italian
48719,thai
48191,vietnamese
8826,british
42703,mexican
16083,russian
26613,vietnamese
28088,italian
39965,irish
36239,korean
4322,moroccan
9951,french
3045,british
28585,greek
39841,british
25913,vietnamese
39715,vietnamese
23135,moroccan
47022,indian
24160,mexican
18619,italian
12574,korean
22681,indian
33692,cajun_creole
538,mexican
22118,korean
21890,irish
36340,vietnamese
27973,french
12870,mexican
22564,vietnamese
35063,vietnamese
7000,british
11318,moroccan
47001,greek
11395,korean
23507,vietnamese
47242,irish
48957,greek
17721,italian
25138,british
47438,irish
47162,korean
42459,british
6486,indian
24116,indian
31596,korean
38887,vietnamese
10665,jamaican
13712,french
2633,vietnamese
35784,russian
45204,french
46722,british
34949,british
35321,korean
46430,british
34431,irish
30890,british
42132,filipino
15702,vietnamese
47719,jamaican
45160,greek
20600,korean
10800,greek
30479,greek
9457,cajun_creole
26571,filipino
42942,italian
36635,mexican
43617,vietnamese
16911,vietnamese
122,mexican
22340,british
37007,russian
23595,italian
25233,french
5503,vietnamese
47338,vietnamese
44695,vietnamese
7141,irish
14564,greek
19655,irish
35326,indian
35922,mexican
28171,greek
1322,italian
14923,russian
42344,italian
16380,mexican
15233,indian
8338,cajun_creole
41014,indian
30440,mexican
23043,vietnamese
20788,spanish
14375,southern_us
1184,vietnamese
34280,greek
46171,cajun_creole
31834,korean
14759,russian
15855,korean
6662,italian
15056,greek
34873,vietnamese
20089,irish
20015,mexican
18402,french
6418,british
1454,vietnamese
14070,korean
26424,korean
27349,indian
26459,korean
13151,vietnamese
12264,spanish
18366,korean
46851,indian
18954,greek
39858,korean
43500,irish
21656,british
10505,vietnamese
5313,moroccan
28951,vietnamese
19961,indian
1795,british
9917,irish
26180,mexican
9726,italian
47689,italian
7866,mexican
41625,mexican
35160,korean
4430,cajun_creole
39082,british
46186,indian
11988,indian
24177,vietnamese
31849,italian
41194,moroccan
36968,mexican
42330,chinese
36791,vietnamese
19704,italian
4933,indian
4255,mexican
37105,greek
35848,mexican
17416,mexican
39066,italian
36270,cajun_creole
24406,jamaican
20517,irish
27630,mexican
19670,french
4685,moroccan
45260,british
378,korean
40841,irish
27632,korean
12193,korean
38047,mexican
10170,italian
25043,japanese
23851,vietnamese
14743,korean
13294,vietnamese
26466,vietnamese
32002,russian
37526,filipino
8888,greek
38945,korean
38546,cajun_creole
38869,british
10556,mexican
3296,british
25977,mexican
32025,vietnamese
44087,greek
32762,mexican
824,british
44636,italian
542,vietnamese
38218,irish
41930,indian
1987,moroccan
37378,southern_us
8873,french
1513,vietnamese
44013,mexican
38042,moroccan
11576,jamaican
24510,french
823,italian
23443,thai
34870,indian
3846,british
14993,french
16854,mexican
5886,mexican
33793,vietnamese
2999,british
20843,british
29153,chinese
33790,greek
16516,thai
37887,british
18466,indian
48033,spanish
45404,moroccan
4175,mexican
31986,greek
38555,indian
26832,korean
19810,brazilian
49086,british
39579,italian
25551,british
42549,moroccan
22052,mexican
45632,greek
4143,mexican
11310,spanish
32839,korean
48171,korean
22896,greek
10878,vietnamese
31643,mexican
47624,brazilian
35141,irish
13498,vietnamese
24566,italian
16533,irish
15437,mexican
19426,greek
32416,vietnamese
2427,greek
9178,british
40606,russian
28450,korean
7946,italian
21756,greek
17843,korean
44066,british
7427,vietnamese
11297,moroccan
42965,greek
23067,irish
35066,vietnamese
27938,greek
39075,greek
20200,korean
19823,korean
12336,vietnamese
34714,spanish
45388,british
25639,greek
33985,russian
25524,thai
19641,vietnamese
11106,vietnamese
22165,italian
35412,moroccan
23475,british
1570,spanish
12815,irish
37253,moroccan
16900,filipino
7701,british
49391,mexican
1132,moroccan
13051,mexican
2284,korean
21410,british
25604,greek
45746,vietnamese
35911,chinese
26608,thai
16991,russian
40657,mexican
47960,british
38408,irish
1295,vietnamese
40139,russian
38538,irish
26420,cajun_creole
10326,vietnamese
5181,spanish
18210,indian
3241,british
27062,italian
41527,thai
45484,mexican
38755,korean
47246,italian
164,moroccan
723,moroccan
299,british
1519,mexican
34077,korean
45254,vietnamese
34760,russian
11154,vietnamese
26274,italian
15081,greek
45100,mexican
1417,russian
32083,vietnamese
29971,greek
17679,moroccan
36539,korean
34975,mexican
4633,cajun_creole
10321,korean
35565,greek
26919,korean
9549,irish
31863,southern_us
22053,greek
19443,british
18540,greek
23354,italian
13859,cajun_creole
23904,vietnamese
6675,moroccan
18595,irish
12967,chinese
17283,british
23211,moroccan
14358,mexican
31398,indian
42650,greek
25258,vietnamese
18457,vietnamese
11810,mexican
9499,cajun_creole
11943,vietnamese
6810,vietnamese
34323,british
23296,korean
45927,vietnamese
45196,russian
19917,korean
20210,spanish
41629,filipino
39907,italian
4956,mexican
37058,spanish
20859,korean
3315,french
4401,italian
21361,italian
44164,british
26391,vietnamese
47771,italian
44140,greek
43739,indian
12481,irish
12292,vietnamese
15965,indian
23409,thai
39005,korean
2774,indian
14529,korean
16926,vietnamese
26890,irish
9663,british
43052,vietnamese
24193,russian
5476,greek
10048,greek
1981,mexican
12194,indian
22202,korean
7626,filipino
37365,mexican
44144,indian
37723,british
47194,jamaican
30827,french
33108,indian
2075,cajun_creole
6326,italian
11083,mexican
30311,korean
45371,mexican
18232,irish
9768,filipino
6648,irish
35650,cajun_creole
23013,moroccan
6669,vietnamese
42670,vietnamese
18155,cajun_creole
44622,vietnamese
28426,mexican
23743,mexican
14176,vietnamese
9576,italian
36577,mexican
16671,italian
22964,vietnamese
16424,french
47225,korean
17565,british
36401,filipino
30314,british
32982,vietnamese
21866,irish
1475,moroccan
13053,irish
33983,russian
24051,british
22800,korean
16561,chinese
2740,irish
219,mexican
48737,british
2164,french
13579,italian
71,moroccan
12420,mexican
35209,spanish
11472,indian
43172,korean
24927,cajun_creole
37102,irish
10743,british
27874,moroccan
9565,greek
21419,greek
767,korean
28308,italian
37605,moroccan
9558,irish
31527,greek
2419,korean
7541,chinese
11400,greek
23487,korean
8087,british
21906,russian
48830,mexican
37328,british
45490,korean
9710,italian
16153,vietnamese
39537,moroccan
13923,korean
8120,thai
12923,southern_us
1556,thai
6871,greek
34201,british
36146,korean
33170,cajun_creole
20082,vietnamese
26517,irish
15214,cajun_creole
34092,irish
40902,cajun_creole
44452,greek
2083,italian
44897,mexican
17850,indian
26693,greek
19618,indian
35589,moroccan
46084,chinese
17256,mexican
47570,mexican
32796,moroccan
27047,moroccan
39487,cajun_creole
130,vietnamese
17627,cajun_creole
29072,irish
1108,cajun_creole
22666,mexican
41630,cajun_creole
27289,greek
42299,indian
36078,irish
7098,british
46999,southern_us
28791,chinese
39576,mexican
2447,irish
22449,cajun_creole
23828,japanese
5660,filipino
47460,korean
17912,cajun_creole
12288,italian
44037,british
20875,mexican
6500,korean
13813,vietnamese
4907,indian
38186,italian
9816,mexican
8170,cajun_creole
21681,vietnamese
42384,mexican
35366,chinese
34244,indian
35421,vietnamese
33457,mexican
28026,korean
38122,vietnamese
21362,french
42253,cajun_creole
21994,moroccan
34457,vietnamese
40229,moroccan
10181,mexican
38257,moroccan
40992,indian
15617,british
34754,thai
45459,french
31295,russian
44977,british
18322,korean
23257,vietnamese
10084,british
16445,indian
10594,chinese
26828,greek
47643,korean
49680,thai
27446,italian
8731,moroccan
37341,vietnamese
42241,vietnamese
13669,british
21403,jamaican
688,korean
23894,filipino
35753,french
44692,greek
235,mexican
20982,vietnamese
10166,mexican
2187,greek
5022,thai
49037,italian
44478,irish
8912,filipino
8919,italian
23856,moroccan
14647,vietnamese
48870,korean
14377,mexican
18548,british
39591,british
46746,russian
31926,moroccan
10159,thai
11342,korean
32421,thai
19969,russian
3029,korean
39565,irish
7426,irish
20624,greek
4385,british
18761,british
46710,chinese
46241,irish
14208,indian
29323,filipino
40663,british
32391,mexican
9506,greek
35402,vietnamese
48796,british
4657,vietnamese
2404,vietnamese
36923,korean
41762,french
19344,vietnamese
19876,greek
39452,irish
19209,indian
35461,thai
5784,british
40345,korean
24765,british
25563,irish
40680,mexican
36932,cajun_creole
28106,mexican
12717,mexican
40100,greek
6960,filipino
20724,korean
24433,italian
32118,korean
22353,italian
23040,british
46246,italian
36642,southern_us
21579,italian
24073,british
16775,thai
24732,russian
24221,russian
33300,british
34971,vietnamese
19777,italian
24337,italian
24709,korean
28557,italian
8963,british
31515,vietnamese
22575,filipino
11011,italian
42030,italian
48012,filipino
13623,thai
49552,brazilian
5702,vietnamese
3847,moroccan
34221,italian
4312,british
35834,moroccan
11849,cajun_creole
38290,indian
3064,irish
30099,british
37354,moroccan
27877,italian
45642,spanish
10629,vietnamese
17557,mexican
3725,jamaican
49507,french
5560,moroccan
42239,indian
29559,vietnamese
46028,irish
26523,mexican
28313,filipino
32502,thai
43610,filipino
35563,spanish
22160,vietnamese
11258,jamaican
36220,korean
15974,british
30449,vietnamese
29676,indian
29951,korean
2268,irish
36813,mexican
28096,mexican
40471,greek
6545,british
33598,moroccan
22338,mexican
41918,vietnamese
2133,mexican
42259,vietnamese
11056,mexican
7034,italian
17040,russian
35238,irish
46155,french
23356,italian
3909,greek
22107,mexican
1656,southern_us
9302,irish
19473,italian
13566,british
23424,italian
4139,korean
15970,irish
47732,southern_us
37251,british
44870,vietnamese
9773,russian
2131,spanish
6381,italian
9613,greek
47364,korean
34376,moroccan
26408,irish
4763,korean
18982,mexican
2766,vietnamese
19247,chinese
13462,irish
19678,british
22814,moroccan
18582,russian
3124,vietnamese
19347,greek
8812,cajun_creole
22037,irish
15423,british
35960,british
49336,vietnamese
1255,mexican
17646,italian
20631,vietnamese
19492,mexican
22895,russian
18607,british
34569,filipino
48356,spanish
12252,irish
21071,greek
22458,british
19585,british
15597,irish
15038,irish
20028,mexican
29764,mexican
17206,british
40901,mexican
37954,vietnamese
16933,vietnamese
42657,irish
21846,chinese
33834,mexican
25873,moroccan
5938,korean
34762,korean
39835,irish
5805,indian
13914,korean
45924,moroccan
41460,italian
37287,irish
25059,greek
34872,mexican
7524,vietnamese
10427,korean
8014,moroccan
14740,moroccan
24329,chinese
38514,vietnamese
12665,vietnamese
24655,british
7078,korean
15995,cajun_creole
15861,irish
30662,mexican
17836,greek
2078,british
3600,filipino
46302,indian
28375,irish
34839,vietnamese
18345,greek
23205,british
34763,cajun_creole
26692,irish
10317,vietnamese
11767,vietnamese
36881,italian
33468,korean
20669,mexican
18159,irish
22891,russian
39588,italian
35941,british
15981,mexican
26013,vietnamese
5076,korean
1573,italian
39380,irish
13845,british
35146,british
32924,russian
9567,italian
35203,french
39666,greek
17786,vietnamese
21936,greek
8668,british
41339,russian
32268,cajun_creole
29706,mexican
42032,moroccan
8105,irish
11218,russian
7159,greek
47817,irish
1572,irish
38720,russian
14780,mexican
31839,spanish
6501,mexican
39533,irish
22820,filipino
9619,southern_us
14025,greek
19697,italian
5370,british
32639,chinese
15249,british
47776,spanish
48134,vietnamese
24141,chinese
4117,chinese
20578,british
47585,irish
20326,vietnamese
43932,filipino
29704,thai
12447,cajun_creole
38117,vietnamese
2684,greek
25371,mexican
25518,british
27083,italian
16073,british
45667,thai
44188,spanish
44888,british
41594,moroccan
1061,vietnamese
6536,greek
31586,korean
9792,greek
40395,vietnamese
24861,british
32253,indian
31082,french
19298,korean
6600,korean
46939,spanish
6092,irish
36600,french
45979,irish
46910,italian
14174,irish
10609,moroccan
28647,greek
19066,moroccan
16803,greek
49114,russian
14664,russian
39670,british
4583,filipino
31121,vietnamese
12589,jamaican
22551,irish
11817,greek
22003,moroccan
42091,brazilian
45966,irish
6811,southern_us
2711,italian
44757,filipino
5349,irish
30294,vietnamese
48944,indian
44048,greek
411,korean
44998,korean
18078,thai
48533,italian
16485,thai
32939,british
11808,italian
23059,korean
16466,cajun_creole
7315,irish
13178,indian
2751,indian
41395,mexican
20534,british
12111,irish
38708,korean
37481,spanish
28048,vietnamese
13123,cajun_creole
2174,korean
17190,cajun_creole
25756,mexican
38180,moroccan
26892,cajun_creole
23757,vietnamese
8553,moroccan
36272,thai
35224,thai
5203,irish
23565,british
31420,greek
43491,korean
38773,cajun_creole
15223,indian
17763,british
24528,italian
21704,irish
45329,mexican
48876,irish
3741,mexican
47710,british
9182,moroccan
13782,cajun_creole
3369,korean
11985,irish
39817,chinese
26869,greek
37461,indian
24217,british
2474,moroccan
45929,british
12768,british
924,british
13258,british
7955,indian
37056,chinese
17934,mexican
5843,indian
46881,greek
4049,vietnamese
24173,british
4683,moroccan
32612,chinese
11314,filipino
13550,mexican
2483,indian
9573,greek
34113,vietnamese
37865,korean
36951,vietnamese
4703,vietnamese
10734,indian
40444,jamaican
44334,irish
35991,greek
34020,cajun_creole
3743,vietnamese
18305,vietnamese
7877,greek
10606,korean
30584,vietnamese
9266,indian
35196,mexican
41070,vietnamese
25930,filipino
48564,irish
14213,thai
6618,thai
18479,russian
10279,french
30750,cajun_creole
45701,british
22947,korean
6467,irish
16365,vietnamese
7184,filipino
23270,chinese
41805,irish
7537,indian
18616,vietnamese
42857,indian
37906,irish
16846,italian
573,mexican
26657,russian
12408,irish
38232,italian
33447,british
40227,moroccan
35760,greek
1385,french
47866,italian
30871,british
22604,korean
39397,moroccan
38782,jamaican
45343,moroccan
26112,indian
10209,french
31702,moroccan
37943,chinese
23471,british
3529,vietnamese
46794,cajun_creole
16626,mexican
32361,korean
20932,cajun_creole
11183,vietnamese
33661,greek
12681,mexican
2450,mexican
23979,british
18465,french
28234,british
47449,mexican
33869,indian
4924,mexican
18862,vietnamese
30556,indian
35762,british
7396,spanish
21232,moroccan
18299,korean
35468,british
42838,greek
33972,italian
46021,vietnamese
1627,british
28873,italian
38927,mexican
25262,chinese
19152,russian
11061,vietnamese
27000,cajun_creole
37396,chinese
47358,mexican
47825,italian
24681,irish
37706,british
44056,cajun_creole
38298,greek
30788,french
36144,cajun_creole
21792,russian
31745,british
15104,french
30589,vietnamese
14235,mexican
2608,british
34828,italian
3282,irish
4336,british
25666,vietnamese
17831,vietnamese
17008,cajun_creole
35845,mexican
19494,korean
30797,irish
33763,vietnamese
19950,british
23089,british
32074,korean
49640,filipino
8403,vietnamese
15879,korean
7949,moroccan
31483,vietnamese
32928,british
27647,british
34616,italian
21113,british
41599,cajun_creole
23924,chinese
36335,italian
36194,filipino
10980,mexican
45999,filipino
3943,korean
188,russian
5799,spanish
20964,irish
2716,british
5464,italian
17640,french
39437,jamaican
14835,vietnamese
3094,british
14826,moroccan
30173,indian
37811,french
22363,vietnamese
6369,british
26850,mexican
48887,italian
44405,greek
21477,mexican
32697,indian
38843,cajun_creole
20076,filipino
26429,mexican
35648,vietnamese
41794,moroccan
22100,greek
30216,moroccan
17656,vietnamese
17317,greek
4928,greek
43965,british
6404,russian
12274,vietnamese
6651,russian
40406,french
40933,british
23419,mexican
37867,vietnamese
28834,italian
23912,chinese
4791,mexican
36354,korean
32298,british
44577,korean
48859,korean
32485,mexican
8394,moroccan
7708,korean
38385,irish
22622,vietnamese
29716,vietnamese
44462,mexican
9422,vietnamese
22499,thai
36,italian
434,italian
5479,mexican
42420,southern_us
47346,russian
44568,mexican
38650,greek
19191,irish
22848,british
17886,vietnamese
6036,british
38608,russian
12890,korean
15709,southern_us
13125,moroccan
48454,french
36627,irish
47884,italian
28,korean
45365,russian
40795,vietnamese
17651,vietnamese
1530,cajun_creole
17604,korean
4700,vietnamese
24972,filipino
23525,brazilian
7092,italian
43757,mexican
4808,vietnamese
7249,british
27589,korean
47523,british
44244,moroccan
10383,chinese
37285,mexican
21332,chinese
7311,greek
28052,moroccan
31653,greek
1740,moroccan
5484,british
41406,mexican
41907,irish
46515,mexican
38392,greek
15925,vietnamese
5094,russian
31816,korean
35713,british
31296,vietnamese
41640,french
22419,indian
47874,russian
6570,italian
6936,vietnamese
34063,irish
34141,italian
44572,irish
28425,british
38481,british
18955,italian
46466,cajun_creole
5692,vietnamese
39836,mexican
33718,moroccan
36250,moroccan
286,jamaican
29766,italian
20541,russian
31173,irish
46440,british
23905,brazilian
37232,irish
8517,british
21249,greek
32700,southern_us
22845,vietnamese
45461,korean
1307,british
30010,british
21646,mexican
28148,french
26450,vietnamese
16602,mexican
9928,british
27063,british
22273,southern_us
12744,vietnamese
28272,korean
30350,thai
23362,british
13645,greek
16942,french
34970,british
27829,irish
38058,mexican
13256,thai
31859,russian
43027,british
22235,korean
2933,italian
45981,italian
11460,italian
33770,cajun_creole
24399,french
8006,british
48885,korean
42585,moroccan
40160,mexican
45541,vietnamese
22410,vietnamese
26226,japanese
4591,moroccan
5457,moroccan
39085,greek
24040,mexican
6576,chinese
34310,british
27350,vietnamese
9968,filipino
2464,cajun_creole
27952,chinese
43388,mexican
33143,mexican
28083,thai
15927,mexican
10255,french
8011,british
5195,vietnamese
36015,vietnamese
40910,irish
11309,british
47556,cajun_creole
27958,irish
27198,moroccan
643,irish
40853,indian
15815,vietnamese
2063,cajun_creole
19827,irish
33443,russian
44632,korean
26773,thai
3203,japanese
32873,filipino
24806,vietnamese
45942,irish
1324,british
32526,korean
48093,japanese
48942,greek
8845,french
11546,greek
44358,mexican
3209,irish
10553,italian
44430,irish
44712,moroccan
16351,indian
44644,greek
31670,russian
49147,british
19750,irish
48121,chinese
22722,french
9910,greek
14236,italian
48341,korean
23190,vietnamese
20362,greek
44794,korean
39419,british
13526,british
42270,korean
37208,mexican
33824,italian
29953,italian
16387,korean
37672,russian
1868,korean
24984,chinese
47128,greek
44303,filipino
20318,chinese
7513,italian
13261,british
19259,korean
31103,filipino
24037,greek
29984,moroccan
28159,british
5318,greek
23962,mexican
2084,italian
41793,irish
18960,korean
17025,british
15510,russian
36832,korean
20643,italian
4154,mexican
10510,korean
45117,irish
43403,italian
42471,vietnamese
6942,spanish
33309,french
6689,southern_us
48687,italian
9880,greek
25590,irish
21842,vietnamese
27151,indian
565,korean
21740,moroccan
42399,british
35928,greek
47060,irish
43147,indian
16625,italian
16769,british
12515,british
14731,vietnamese
11658,spanish
49467,vietnamese
19749,french
39723,japanese
5722,vietnamese
31967,british
39857,vietnamese
16534,french
27334,italian
32215,british
34903,italian
24990,greek
31307,moroccan
38874,vietnamese
24130,korean
27816,chinese
939,korean
38293,russian
7889,greek
22114,british
24614,korean
48827,thai
3387,british
41676,british
3152,mexican
38805,mexican
27078,chinese
34940,british
16855,korean
41891,mexican
36715,indian
49455,mexican
26522,spanish
28420,british
329,british
18986,mexican
31705,british
7402,moroccan
10212,irish
10640,korean
38014,indian
5172,greek
26986,cajun_creole
5088,vietnamese
24522,vietnamese
1900,mexican
4801,korean
27932,korean
30941,cajun_creole
42354,mexican
48854,russian
39058,italian
34294,british
46593,irish
22582,mexican
36937,vietnamese
34596,russian
42570,british
10147,korean
44796,vietnamese
46819,moroccan
30905,vietnamese
34980,british
49265,italian
37563,russian
25673,filipino
14267,irish
32410,cajun_creole
26392,vietnamese
27384,italian
43045,vietnamese
22576,mexican
11597,irish
22656,british
47811,irish
7925,korean
14860,filipino
27525,filipino
7798,greek
10848,italian
19062,british
32224,korean
11529,british
12155,russian
30628,cajun_creole
21909,vietnamese
14291,mexican
3323,british
6502,irish
25833,vietnamese
31108,irish
47484,french
27396,spanish
48147,chinese
10489,mexican
12014,russian
4904,mexican
36607,italian
12756,indian
32462,british
42204,vietnamese
